0.1,0.044422748352453016
-0.6,0.04247010007322431
-0.3,0.041737856968513544
-0.7,0.04149377593360996
-0.4,0.040761532828899195
-0.1,0.03807664144495972
0.0,0.03734439834024896
-0.2,0.035635831095923845
0.3,0.03514766902611667
-0.5,0.034171344886502315
-0.8,0.03368318281669514
-0.9,0.03368318281669514
-1.0,0.033439101781791554
0.2,0.032462777642177205
-1.1,0.03148645350256285
0.4,0.031242372467659263
0.5,0.030510129362948498
-1.3,0.027581156944105442
0.6,0.025628508664876738
-1.2,0.024652184525262386
0.7,0.02318769831584086
-1.7,0.021479131071515743
-1.4,0.021479131071515743
-1.5,0.020258725896997804
0.8,0.019770563827190626
0.9,0.017817915547961923
-1.8,0.017085672443251158
-1.6,0.017085672443251158
-1.9,0.01586526726873322
1.0,0.014156700024408104
1.1,0.012448132780082987
-2.1,0.010983646570661459
-2.0,0.010495484500854283
-2.2,0.008298755186721992
-2.3,0.008298755186721992
1.3,0.007810593116914816
1.2,0.00732243104710764
-2.4,0.00488162069807176
-2.6,0.004393458628264584
1.4,0.003905296558457408
-2.5,0.003905296558457408
1.5,0.00366121552355382
1.6,0.00366121552355382
1.7,0.003173053453746644
-2.9,0.002684891383939468
1.8,0.002684891383939468
-3.0,0.001952648279228704
-2.7,0.001952648279228704
-3.4,0.001708567244325116
1.9,0.001708567244325116
-3.1,0.001708567244325116
-2.8,0.001464486209421528
2.0,0.00122040517451794
-3.6,0.000976324139614352
-3.3,0.000976324139614352
-3.2,0.000976324139614352
2.1,0.000732243104710764
2.3,0.000732243104710764
-3.5,0.000488162069807176
-3.7,0.000488162069807176
-3.9,0.000244081034903588
-4.2,0.000244081034903588
